1000,0.000000
2000,0.000000
3000,0.015000
4000,0.016000
5000,0.031000
6000,0.031000
7000,0.063000
8000,0.062000
9000,0.094000
10000,0.094000
11000,0.140000
12000,0.141000
13000,0.187000
14000,0.203000
15000,0.235000
16000,0.265000
17000,0.303000
18000,0.344000
19000,0.374000
20000,0.419000
21000,0.461000
22000,0.511000
23000,0.547000
24000,0.609000
